image,phase,ref_r,ref_g,ref_b,gain_r,gain_g,gain_b,reference_px,clipped_after,green_fraction,green_largest_blob_px,sha256
img_015383.jpg,floating,200.0,189.0,204.0,0.915,0.7196,0.5,1226831,0.0,5.9e-05,15,5df9f4704eb2195d14ca9b4f3614311baa1f65f34ad57c8694e4bcc4f77af5ca
img_015443.jpg,floating,200.0,190.0,204.0,0.915,0.7158,0.5,1236284,0.0,7.3e-05,32,a16cd2399b2522cd040ccbccae15fd90f90c45c2de6d49ba95b65147b5d254a4
img_015504.jpg,floating,200.0,191.0,204.0,0.915,0.712,0.5,1237108,0.0,3.9e-05,8,d63d7e827bb15b35e2970c8a903395a27932d9dac9a019aad633c9cff1f92571
img_015564.jpg,floating,201.0,192.0,204.0,0.9104,0.7083,0.5,1209589,0.0,2.6e-05,4,097cf690a77c03164862c0489e3a195318af70895a0775a7e9e5cceba64d2006
img_015624.jpg,floating,202.0,193.0,205.0,0.9059,0.7047,0.4976,1182284,0.0,5.4e-05,11,055635771b217eb49a1e55a85e64d6fe9c2e31768c56d3c3d3500f387be4a2d5
img_015684.jpg,floating,202.0,194.0,205.0,0.9059,0.701,0.4976,1158088,0.0,3.1e-05,6,0e5e06d80e4af72ae6296df495d86c4dae02601fd6157d423ad091c8912ccc42
img_015744.jpg,floating,203.0,194.0,206.0,0.9015,0.701,0.4951,1126310,0.0,4.5e-05,6,5b6588bdd3af9abc33cd71fcd86d7e92376e730471bed4354e03789ecd823799
img_015804.jpg,floating,204.0,195.0,207.0,0.8971,0.6974,0.4928,1098777,0.0,6.7e-05,10,a834b4a6ad0b57692817a3bfe84c87380223718f1878eaf31b5c4e0f61bc5912
img_015884.jpg,floating,205.0,195.0,207.0,0.8927,0.6974,0.4928,1076526,0.0,7.9e-05,10,c841f926b0d1f06a982e992ed9d95647710d2b44cd9b8b0d5cf8f9b2c4aa540d
img_015955.jpg,floating,205.0,195.0,204.0,0.8927,0.6974,0.5,1079779,0.0,7.1e-05,11,02571033843938f9da84711b612e4b4339d05d52826ac2bb200933689af088df
img_016023.jpg,floating,205.0,195.0,203.0,0.8927,0.6974,0.5025,1059504,0.0,6.5e-05,5,4f1742d72c3c21fdca61940dc8e7439d9ec0a77f37868d082a7b7441ef5e19bd
img_016083.jpg,floating,206.0,195.0,203.0,0.8883,0.6974,0.5025,1033152,0.0,7.2e-05,10,ce5ba906eeb3e654acfa8fe7593e5cd51f76b5176c926f561c8a4dc91ab8f5c5
img_016143.jpg,floating,207.0,195.0,203.0,0.8841,0.6974,0.5025,1009615,0.0,7.2e-05,9,c279d35bb4f92d7f27c3bdfad3c68d38958ec23d031b257a2c2b345327651472
img_016203.jpg,floating,207.0,194.0,203.0,0.8841,0.701,0.5025,998272,0.0,0.000105,7,33605e905b3d503f73458182798417e57aa062b533975628995ec77ac35f5f96
img_016263.jpg,floating,207.0,194.0,203.0,0.8841,0.701,0.5025,997754,0.0,8.8e-05,9,203af1bb8dc5d87d48fbd9772bb0ba799992edea6b46ec0ea1758b9148ee03f4
img_016343.jpg,floating,207.0,193.0,203.0,0.8841,0.7047,0.5025,985235,0.0,0.000141,11,00960d156ccc9048e75f7624b4e5ef7962276c2e5cc3a11940bfac24e65bf814
img_016403.jpg,floating,207.0,193.0,203.0,0.8841,0.7047,0.5025,979310,0.0,0.000149,17,2134e1b3ebc6b3d2431573e045d158ad8e83bcdac594ef434e1b1a253b42506a
img_016463.jpg,floating,208.0,193.0,204.0,0.8798,0.7047,0.5,972782,0.0,0.000179,16,11200d5c269f3b63f66bd402f2b6353a5fe82a7e2c633ad775a757de5fbcd416
img_016523.jpg,floating,208.0,193.0,204.0,0.8798,0.7047,0.5,983366,0.0,0.000139,44,ea1d3c4963a19280f25664dc1f2c83b609f21ad48059d5580254bb4a67ab7334
img_016583.jpg,floating,207.0,192.0,203.0,0.8841,0.7083,0.5025,977358,0.0,0.000162,18,c85059cc03c1425b7309e3eb8fbd687f43975a6c38be179d424e8b6bf43877c2
img_016643.jpg,floating,207.0,192.0,203.0,0.8841,0.7083,0.5025,992495,0.0,8.8e-05,17,7d92a51d0de949df93e6ea1a5f150c88e01838bef6bd247dc37ed0a7d52d0839
img_016704.jpg,floating,208.0,193.0,205.0,0.8798,0.7047,0.4976,1043941,0.0,4e-06,2,cb9e0124ed9a0c90ed67eac10e5c938753632d3e57e5feace4472c604da32b0a
img_016764.jpg,floating,209.0,195.0,207.0,0.8756,0.6974,0.4928,1054073,0.0,0.0,0,ff69b9f90c46b51eddb7f841783b57485523f0588d0e7c9ca7ddcadc5e08bf01
img_016824.jpg,floating,210.0,196.0,209.0,0.8714,0.6939,0.488,968028,0.0,0.0,0,e66c41ad82dac574934b40a493edd227150eba934bd921a8fe3fd6cc7d54eb9a
img_016884.jpg,floating,210.0,197.0,210.0,0.8714,0.6904,0.4857,904106,0.0,4.3e-05,55,4f536c619e2404a8b927d75f07379ee3ad909d0c72d759f4f8934d703d339647
img_016944.jpg,floating,210.0,197.0,210.0,0.8714,0.6904,0.4857,867904,0.0,1.8e-05,18,1fbdef5bc14bba6f7b1f98d9413b30f8cf76658206a82b904be23345bfe27fc6
img_017004.jpg,floating,209.0,199.0,212.0,0.8756,0.6834,0.4811,831429,0.0,1.2e-05,17,24e84782dd82a4fb915473d1a5955151146cd59295789daf636ae655273a1534
img_017064.jpg,floating,206.0,199.0,212.0,0.8883,0.6834,0.4811,807326,0.0,0.0,0,da697ebd981ed3d5423b2baf054170eed4e955efd0d90174e3c95f73320d2058
img_017124.jpg,floating,205.0,199.0,213.0,0.8927,0.6834,0.4789,931902,0.0,0.0,0,acf2c67794159c25a12246de64adbfb7fa77c0d00a0e6e4fb8653bbf3078c6ca
img_017184.jpg,floating,204.0,199.0,211.0,0.8971,0.6834,0.4834,954920,0.0,0.0,0,7003ffdab3f865ebe11a3c5657aa6be076235a18e6d95e8fcf78c481cb556729
img_017244.jpg,floating,204.0,199.0,209.0,0.8971,0.6834,0.488,920163,0.0,0.0,0,28f8d287995e3da30b8eb117091d0a6e0202e39820562f622fbe0899a35c43c6
img_017304.jpg,floating,204.0,196.0,207.0,0.8971,0.6939,0.4928,1066135,0.0,0.0,0,e3eb4a17e8d382217c9752e8ad471acd6577336d9757a244eda1bfa8477d2c4d
img_017364.jpg,floating,201.0,193.0,204.0,0.9104,0.7047,0.5,1039593,0.0,0.0,0,8bc6822a7345c5ec8076580864454acaf5e4ac057b5dfd560b0c335e8357c7d2
img_017424.jpg,floating,199.0,189.0,202.0,0.9196,0.7196,0.505,1067442,0.0,5e-06,6,9e98922830dbe18b687e5bbf54097d3b680d7f3bccceefbfaa6df7db5262b9b7
img_017484.jpg,floating,200.0,188.0,201.0,0.915,0.7234,0.5075,1099296,0.0,1.2e-05,9,4eaaf66fa4d0d7ce35d1bf34ce788bcb5b5ec1f9d03e6055a3b211e2a7f3daea
img_017544.jpg,floating,201.0,188.0,201.0,0.9104,0.7234,0.5075,1126159,0.0,3e-05,6,601b85870d2722f0d74febf42978a0062e048c7c5a559ea6f6bd89e17ca6b7c4
img_017604.jpg,floating,203.0,187.0,200.0,0.9015,0.7273,0.51,1162867,0.0,3.5e-05,11,e816a4af242710249fac562c092e45d38f7d75ab5ed359a6704c1ba4609c7a8f
img_017664.jpg,floating,204.0,188.0,201.0,0.8971,0.7234,0.5075,1192644,0.0,0.0,0,a8867053ae17d52ccea4fc3aea65cff11b3e0f3ec8e5091c3e2a10b87e2cee72
img_017724.jpg,floating,205.0,191.0,204.0,0.8927,0.712,0.5,1182340,0.0,0.0,0,8ca7aec88a699757cbb7b129302741341c3f8c652af8311b34b375766277c737
img_017784.jpg,floating,206.0,193.0,206.0,0.8883,0.7047,0.4951,1081289,0.0,0.0,0,9f2ebf4bd0d7e36ba1c6b2f43c2ad575ce130e3d95c5df155b9ed854b7c4743f
img_017844.jpg,floating,207.0,195.0,208.0,0.8841,0.6974,0.4904,1070877,0.0,2.1e-05,15,ccc0a493d1ab3347af27e78334d189565ba3c87ca3eb01789a08b2a99058b972
img_017904.jpg,floating,207.0,196.0,210.0,0.8841,0.6939,0.4857,1083827,0.0,1e-05,13,c2b3b1b7deb4532010bb7d4086c12e6e199aeb770595b3ca47eca003f3e6d4cd
img_017965.jpg,floating,208.0,197.0,212.0,0.8798,0.6904,0.4811,1130927,0.0,2.4e-05,15,906d379b4a54a5a5c5658a9c7f11ed46dba44a16a7bc0e296f285f2aeb397d64
img_018046.jpg,floating,208.0,197.0,211.0,0.8798,0.6904,0.4834,1104011,0.0,2.2e-05,24,4d4b7dc7f394dc1dc9a960db8ce859e281705196946f4f2fbfa3d3563d98eba7
img_018106.jpg,floating,206.0,193.0,206.0,0.8883,0.7047,0.4951,1079729,0.0,0.0,0,0343def0de2f99a3219670e81afd1e9aa112b730bb00543ede9382436c0be7c3
img_018166.jpg,floating,203.0,190.0,202.0,0.9015,0.7158,0.505,1154389,0.0,0.0,0,32c24e023c151deaf731c0203ba57a0345e5bbc8b0e2a14f0c41429c49bc81de
img_018226.jpg,floating,202.0,189.0,201.0,0.9059,0.7196,0.5075,1163941,0.0,0.0,0,eaa7643123c18d96b95c6d49840418dbb16e71d0e84fdbcf953e98708d95bdf2
img_018287.jpg,floating,203.0,189.0,202.0,0.9015,0.7196,0.505,1163822,0.0,0.0,0,b109dd8d500c10867408e5e52d6894b178cfd9c9e1797e96de98ebdd4b1d20cc
img_018347.jpg,floating,205.0,192.0,204.0,0.8927,0.7083,0.5,1103114,0.0,6e-06,4,99ad0a11dc3c8386f3e4c8c64c6a67d65ce0bc0d150bf98af5af55a884ac45f5
img_018407.jpg,floating,207.0,196.0,210.0,0.8841,0.6939,0.4857,1053432,0.0,1.9e-05,8,7d59b564d9bbd305f0d366cacbfdb34a6ecf77d6080abbe1867ed955f39858c0
img_018467.jpg,floating,209.0,198.0,212.0,0.8756,0.6869,0.4811,1070456,0.0,1.9e-05,21,3e25d43b4ed9dc0f0c65dbe2cb4bb992b9494896281f820c554ce2c1e4bf5f17
img_018528.jpg,floating,210.0,200.0,213.0,0.8714,0.68,0.4789,1209671,0.0,0.0,0,cb0478a1f5c672df885fdb355babc22204d333a4c3dd2330668806f6ea41eef9
img_018588.jpg,floating,212.0,200.0,209.0,0.8632,0.68,0.488,1343799,0.0,0.0,0,94ee9f03d51b46af356b160a8534fd95da71de9751d3a06560ccfcac06f9c782
img_018648.jpg,floating,208.0,197.0,205.0,0.8798,0.6904,0.4976,1244442,0.0,0.0,0,307d6b0bf1bfdbeda8557c640605dd80fa5e639635bb95c9065785bccafe0612
img_018708.jpg,floating,203.0,194.0,203.0,0.9015,0.701,0.5025,1083630,0.0,0.0,0,a2382cf6898e516aa88f680d02e2ab56070c493ddb7a19a3479e66e9f58f5855
img_018768.jpg,floating,201.0,190.0,201.0,0.9104,0.7158,0.5075,1165981,0.0,0.0,0,6984982c95b883f8be411c77a7d56c01ceaac836e1cd620415f4016a266ec107
img_018828.jpg,floating,203.0,189.0,202.0,0.9015,0.7196,0.505,1219386,0.0,4e-06,3,c67391422b08558e139dcf87892a2adc5c14a8f76b41d54f6d86039a37c0863f
img_018888.jpg,floating,206.0,193.0,208.0,0.8883,0.7047,0.4904,1045609,0.0,4.3e-05,22,b7e4bea7eaf2502951a27da56a5b1a3b866de06d4f3a30661f1a32396469b702
img_018948.jpg,floating,210.0,199.0,213.0,0.8714,0.6834,0.4789,1015981,0.0,1e-06,2,73bf3e914da88919c9f46b10c0c776aa5dec569eb5ca34ccec689676bee276b9
img_019008.jpg,floating,212.0,201.0,210.0,0.8632,0.6766,0.4857,1328125,0.0,0.0,0,78bad88b0ab63ab83e1405adc68445b0cd9c88c839d5b2fa4ab79163d7f4c6d4
img_019068.jpg,floating,209.0,198.0,206.0,0.8756,0.6869,0.4951,1285184,0.0,0.0,0,8d8b12589ff8e4ebf3e7db837aef0ba73a17b9c74924c686f4f449e3177c7932
img_019128.jpg,floating,205.0,195.0,204.0,0.8927,0.6974,0.5,1066306,0.0,0.0,0,559f06c7a1eede8d652078749424637762ad137b212dd7838366112047749e8d
img_019188.jpg,floating,201.0,192.0,202.0,0.9104,0.7083,0.505,1119411,0.0,0.0,0,35eba62e03fe8a6d39ba422d7515661a5145f9d3f3dc0626fcff79ca077e2655
img_019249.jpg,floating,201.0,192.0,202.0,0.9104,0.7083,0.505,1125075,0.0,0.0,0,ddfb110e2960451eef064af280da374b532ffd481e330c5cdbc629702653ea3d
img_019313.jpg,floating,201.0,191.0,202.0,0.9104,0.712,0.505,1132071,0.0,0.0,0,c8fe68676d3f3620bfd879a11ca1dff844a7d0bec01902cece15aa2dec8e8313
img_019373.jpg,floating,202.0,189.0,201.0,0.9059,0.7196,0.5075,1237438,0.0,1e-06,1,84001246781a6419c8c41bfd26f156f99380824860181fe436cc5e14e16c5930
img_019433.jpg,floating,203.0,190.0,202.0,0.9015,0.7158,0.505,1226972,0.0,1e-06,1,32f94d66072375d04f118a2ab29c4480111587d35d35d59cdbf4f3b4fbd3d18d
img_019493.jpg,floating,204.0,191.0,204.0,0.8971,0.712,0.5,1171216,0.0,1e-06,1,484c2ac3c58ea98c14ac4c78eedc6a092a37898d6c5dceba93a17497a7f18537
img_019553.jpg,floating,205.0,191.0,205.0,0.8927,0.712,0.4976,1148471,0.0,3.2e-05,14,961361922ec211686490bc5e00d88afbdd993baec7fcd293a524a75ba7020e18
img_019613.jpg,floating,206.0,193.0,206.0,0.8883,0.7047,0.4951,1036125,0.0,3.4e-05,11,d68972dc7dd7521770e64c5c16ca50268cb65a9e6e4441b8512aaa38dc7955c1
img_019693.jpg,floating,206.0,194.0,208.0,0.8883,0.701,0.4904,990807,0.0,4.3e-05,10,a9cc125aa70877a00cd93b69421cd57fd2bd790a7246e720ff0b6320cf102ad3
img_019753.jpg,floating,207.0,195.0,209.0,0.8841,0.6974,0.488,939608,0.0,3.2e-05,9,91051a54ab2910d76a638c618480e76e75f8010515b32e97c846592c334e52f3
img_019813.jpg,floating,208.0,195.0,210.0,0.8798,0.6974,0.4857,914522,0.0,0.00014,19,ddd1d09d97cf067c1d368176549de7dbacea6c6d058445952b9d7f254d8d05b5
img_019939.jpg,floating,208.0,195.0,210.0,0.8798,0.6974,0.4857,909156,0.0,0.00013,22,f6400d4bd2d2e9ca71e56088e32c11dbfbf1d781d57809f8591da9d6455abcf0
img_020000.jpg,floating,207.0,195.0,209.0,0.8841,0.6974,0.488,928431,0.0,2.4e-05,6,56459bcc8ee803be3a25bdce831d66904cb4718f39c191b6ff92c788af566298
img_020060.jpg,floating,207.0,194.0,208.0,0.8841,0.701,0.4904,956492,0.0,0.000106,33,ae5c6cf13f3bca7b22fd33d00deef68997a090642743b2b5ae42e8cde6d21d41
img_020121.jpg,floating,207.0,194.0,207.0,0.8841,0.701,0.4928,995281,0.0,8.2e-05,18,979ac48490db07a164403ff5d15968f99e28848334246f5804ad71ff452e783b
img_020192.jpg,floating,206.0,193.0,206.0,0.8883,0.7047,0.4951,1087123,0.0,1e-05,6,824467f532d589f19558b657a95728c6b9c6b1a7302d6dce70fb3d380708b0fc
img_020252.jpg,floating,205.0,191.0,204.0,0.8927,0.712,0.5,1184537,0.0,2e-06,1,a544709a3d99927e84dfb2a05785e2ec97f9e8f375fe6b556f3bbcdac3978681
img_020312.jpg,floating,203.0,190.0,202.0,0.9015,0.7158,0.505,1254799,0.0,0.0,0,72a5544d0ecd16abcf729459f17944c4bd26267e051cee8506efb5f41ed38775
img_020372.jpg,floating,202.0,190.0,202.0,0.9059,0.7158,0.505,1223361,0.0,0.0,0,d9bc494d6b6e19122445784fd22a7eed97953a5d07ca01380a5de03a71fbb43f
img_020432.jpg,floating,203.0,194.0,205.0,0.9015,0.701,0.4976,1056065,0.0,0.0,0,a5fbc3bb8e995512e9ac355e19e42f524432a4adc1e88bae65a5c2ffbe1f80eb
img_020492.jpg,floating,206.0,196.0,206.0,0.8883,0.6939,0.4951,1163567,0.0,0.0,0,523f71d6f0eec9dd587938c5b06293a389b095f180b1c56836941d80c14ebd23
img_020552.jpg,floating,209.0,199.0,208.0,0.8756,0.6834,0.4904,1294434,0.0,0.0,0,01159e6ace9eeb0f29a58e43025066bc5d19d6f513e74ba7d18155fbe2503b49
img_020612.jpg,floating,210.0,199.0,210.0,0.8714,0.6834,0.4857,1267081,0.0,0.0,0,71d0ac72857e93a268deed9003057238de51820dea3538dd0e925dcc145d3c00
img_020672.jpg,floating,211.0,199.0,212.0,0.8673,0.6834,0.4811,1050246,0.0,1e-06,1,6bd1174c315ce3aa52ef22776af51c3c35e83887f0ca455f6e306e5343e9c307
img_020732.jpg,floating,212.0,200.0,213.0,0.8632,0.68,0.4789,871676,0.0,4e-06,5,5cff8520f3e81bf92e7235f83a50ddc11daf4adc2311d6b10c17ffdd3e7c91f1
img_020792.jpg,floating,213.0,200.0,214.0,0.8592,0.68,0.4766,732048,0.0,2.2e-05,5,d6ed0c4b0169cd18dd9fe19a59b3aa2c68e246681c108edb87ab81b4e2e48110
img_020852.jpg,floating,213.0,200.0,213.0,0.8592,0.68,0.4789,685952,0.0,5.1e-05,14,2c02a2da8b0ca62d77aa6d67d1151f626917ebfd4e4170bfe93a21cea9267feb
img_020912.jpg,floating,212.0,198.0,212.0,0.8632,0.6869,0.4811,693658,0.0,8.4e-05,13,3b05fb190ffa757b9fafc3482fe9b9801da6340df46f2c33cfca1f915a869cee
img_020972.jpg,floating,211.0,197.0,210.0,0.8673,0.6904,0.4857,761110,0.0,0.000175,37,a4b30ed1b1addd75f8d18a54258c704ee9ce73b316b2b229b5b21978002ee4f9
img_021032.jpg,floating,209.0,195.0,208.0,0.8756,0.6974,0.4904,903042,0.0,0.000106,18,2b3ae4ed5bde12ad8dfea96ad0f095ef9475dddd720c9504729bf2bd3c8a94f6
img_021092.jpg,floating,206.0,193.0,205.0,0.8883,0.7047,0.4976,1108584,0.0,9e-06,11,72852661d63b2b396e89339a1deb9fa9a623ec040ec0945b6fa314654deb7d51
img_021152.jpg,floating,205.0,192.0,205.0,0.8927,0.7083,0.4976,1171680,0.0,1.2e-05,6,398ce036779b8ee2d550531fcdcbfa7875dc571170a0d5cec332182afe287d5f
img_021228.jpg,floating,206.0,193.0,205.0,0.8883,0.7047,0.4976,1134800,0.0,1.3e-05,7,f3a165cc8ea1e2ea932ec04491bb42d42feb9109dc4891f5b275931801837b4d
img_021288.jpg,floating,208.0,195.0,207.0,0.8798,0.6974,0.4928,971666,0.0,1.5e-05,9,807be13488954c976ccd2af8a5c4c330da61f9124e1d73344ac70c2246b0ce32
img_021348.jpg,floating,212.0,198.0,209.0,0.8632,0.6869,0.488,766395,0.0,0.000102,25,1b0b13d240579a12d549252ef20a10c9d7064081292e4f737eb1d061bef90003
img_021408.jpg,floating,213.0,198.0,210.0,0.8592,0.6869,0.4857,710217,0.0,0.000143,18,247917d75a7b8874bc82aec7b818caf16afcbaa9d43aae0d2d030de64555fc77
img_021501.jpg,floating,214.0,199.0,211.0,0.8551,0.6834,0.4834,680933,0.0,0.000111,19,03f6b1fc3fed6d1fa85f788081149f7b5d3002dac5992a0bc1e371dc85d0cc41
img_021561.jpg,floating,215.0,200.0,211.0,0.8512,0.68,0.4834,636068,0.0,0.000144,18,9bbcfa236e9d22e20d326673a6c44c584146e31db6983d7972ca84bd36351f3d
img_021622.jpg,floating,214.0,200.0,212.0,0.8551,0.68,0.4811,632730,0.0,0.000679,79,dad8c2aee92e76effb8b17cbd0040bdc904169ba0ee911afd7eaf30bc6c1fb5c
img_021682.jpg,floating,213.0,202.0,213.0,0.8592,0.6733,0.4789,639388,0.0,0.000831,32,f41e2c5bf0572c6b67e67ae7c3d742d4033e203d939d1dc4f55a8ea2560915ff
img_021742.jpg,floating,217.0,202.0,213.0,0.8433,0.6733,0.4789,518857,0.0,0.000421,37,c7d44dacfb87692ab721df08869015e7a77133d5bf227344122cde040f1010b9
img_021812.jpg,floating,217.0,203.0,213.0,0.8433,0.67,0.4789,467302,0.0,0.000293,68,7f59669ce8dd4e90bfa30939467d6032d22701fc4c296a901b3c5c2d685f7261
img_021872.jpg,floating,217.0,204.0,214.0,0.8433,0.6667,0.4766,425804,0.0,9e-05,17,02ef8a14220b8220445ea80aeaf43193aeb9e352a7c880efdaf4528a32d32ab9
img_021938.jpg,floating,218.0,205.0,214.0,0.8394,0.6634,0.4766,385601,0.0,4.1e-05,13,3d818013e7cdf3619ff2c5d910f32faa6e8edfaae9a5f107732e5af958801342
img_021998.jpg,floating,218.0,206.0,215.0,0.8394,0.6602,0.4744,363830,0.0,3.5e-05,13,83820c1cc5b6ef0f21aa52b26281198a22732d48243ca004bbded99484518ecd
img_022058.jpg,floating,218.0,207.0,215.0,0.8394,0.657,0.4744,349190,0.0,9.6e-05,19,c808887016af4ea57025f0ab0d1f552237857eaee7816c650e0199fd6452fb1c
img_022125.jpg,floating,219.0,208.0,215.0,0.8356,0.6538,0.4744,320275,0.0,4.9e-05,12,55319aa0d3d9abf20fa67c9c3f1464629b462e7278bb8214b9af2558349af6a1
img_022192.jpg,floating,219.0,209.0,216.0,0.8356,0.6507,0.4722,293544,0.0,0.00013,17,a112f8e0417db971a9c6f374c31bac092c9e3c95f84f3e289552347630178014
img_022256.jpg,floating,220.0,210.0,217.0,0.8318,0.6476,0.47,268637,0.0,0.000129,19,6be526c519562c1c742ac39d40fd23bf4dad7837214b0d5a5cec16fbf93d1e73
img_022319.jpg,floating,219.0,211.0,218.0,0.8356,0.6445,0.4679,237584,0.0,0.000155,16,2e8187b1e4a2d5a271d2830a2c3919db103219d14a8b22f36c6265861447c34f
img_022379.jpg,floating,219.0,212.0,219.0,0.8356,0.6415,0.4658,233228,0.0,0.00021,32,62bdd2b5e00fd7f971ee80300b6f48f51c56caec69e83ccc57c7e83497b24aa8
img_022439.jpg,floating,220.0,211.0,217.0,0.8318,0.6445,0.47,293343,0.0,0.000203,45,092b61686da58581c244dcd6b7706ecb786b332b3685c9555c349a80d7de96c5
img_022501.jpg,floating,220.0,212.0,217.0,0.8318,0.6415,0.47,281934,0.0,8.8e-05,21,2a16ffc77c861dd0ec48787d82c2fcd9b389f6462be5011722690163e6c9ebf7
img_022562.jpg,floating,220.0,212.0,217.0,0.8318,0.6415,0.47,265404,0.0,0.000132,19,f4775e51bf7959233dbfa74cfde4df4e7457f35d84d24f0661784b5031ceb161
img_022622.jpg,floating,220.0,212.0,217.0,0.8318,0.6415,0.47,256367,0.0,9e-05,15,7acb1e225ab21c66f786cde8455d479ef065e0f68bfde819746b208058cae45a
img_022682.jpg,floating,220.0,211.0,216.0,0.8318,0.6445,0.4722,251467,0.0,8.5e-05,16,951c4d0f5235b7830123a08d27d85ed322670d9edde0051978fa84e9dbcaae4d
img_022742.jpg,floating,218.0,211.0,217.0,0.8394,0.6445,0.47,208799,0.0,0.000137,16,cb123b5609c7d1c04eccb1c31fc9dc6ba0b14724ef81c73630f5be8097ecfda6
img_022806.jpg,floating,218.0,212.0,217.0,0.8394,0.6415,0.47,184361,0.0,0.000102,19,60305f7277bb05258aa503fc22418d6908a812b949947ea9b90f58a6e37002d2
img_022872.jpg,floating,218.0,211.0,217.0,0.8394,0.6445,0.47,172163,0.0,0.000216,18,832f3bcf162c672d0642bd3e0ce332eed84c71520a1a5f639040ea3bc3f24f06
img_022933.jpg,floating,212.0,207.0,216.0,0.8632,0.657,0.4722,218717,0.0,0.000145,21,3422489ac3dfb2cf25406b39a11d4b2699a1fbf7b03e2cc3e14518d537fb5726
img_022993.jpg,floating,205.0,203.0,215.0,0.8927,0.67,0.4744,170176,0.0,0.000279,40,c6f3b34054bd92ee7b7df6dcf9b960015e9bf47f04c3b81a09038adc07527212
img_023053.jpg,floating,202.0,199.0,214.0,0.9059,0.6834,0.4766,143370,0.0,0.000392,44,7111db2b2454caa15677148e6df50c239c4894b6815befc084291dc075ac206f
img_023119.jpg,floating,201.0,198.0,213.0,0.9104,0.6869,0.4789,128325,0.0,0.000462,43,2fddee9d42639afc557b8500e932960e285809a12c09025a725775391c8c366d
img_023190.jpg,floating,200.0,198.0,212.0,0.915,0.6869,0.4811,120957,0.0,0.000329,34,5a50f0fee6ff0adfa1991e2b84f99b00db8db3651a514b8cdf5c1cc6f08f61a1
img_023254.jpg,floating,199.0,197.0,213.0,0.9196,0.6904,0.4789,118429,0.0,0.000643,43,62a2b38e3add4093126c9a63a48d76556433c5c5feaf0aa218fed991f11e9f96
img_023314.jpg,floating,200.0,197.0,213.0,0.915,0.6904,0.4789,126552,0.0,0.000637,53,165051dd6648336b847b35d85daa107f52656d5bd39bf1c4bb4f0410ea244099
img_023379.jpg,floating,199.0,197.0,213.0,0.9196,0.6904,0.4789,114447,0.0,0.000438,45,36a25086fe876e60538919b9f62532f6ba5a05fa16ea1f416fb16147f8221dab
img_023439.jpg,floating,200.0,198.0,213.0,0.915,0.6869,0.4789,111537,0.0,0.000392,31,eb96bb0222f07100e9c340b5a55a32e1c9d3fa5d0be7625b55c7f0425607560a
img_023500.jpg,floating,199.0,195.0,212.0,0.9196,0.6974,0.4811,211161,0.0,0.000203,82,aed4d7bf8fe74b7a7969624988868608e7fecad381e9cbe16baf333bef0eea95
img_023566.jpg,floating,198.0,195.0,213.0,0.9242,0.6974,0.4789,198576,0.0,7.8e-05,25,be9d82c29d8e22147ebed82e20241d7df2ecb72f03009b6abcd3fc9c9168d10a
img_023626.jpg,floating,198.0,196.0,207.0,0.9242,0.6939,0.4928,218811,0.0,0.000137,20,8e86896f5c5dde530cdff5362a75eb819e6a7a8dd175b7ea192777e6e2b072ef
img_023686.jpg,floating,197.0,195.0,207.0,0.9289,0.6974,0.4928,190869,0.0,0.00015,17,c471b19ee7783e093d982a8d931d352acbf9d31f72e4d7582914b9d1444e2d24
img_023746.jpg,floating,196.0,194.0,206.0,0.9337,0.701,0.4951,155739,0.0,0.000289,31,d2e90579b17b4678403cf3dc54192ea5b468a9fd3b08bf2505c3e54e5c54d359
img_023809.jpg,floating,196.0,193.0,206.0,0.9337,0.7047,0.4951,131165,0.0,0.000396,58,5ae7a8f2500854046357dd4af73e239d0bdb18dd79a2681bcec6209f3c553870
img_023869.jpg,floating,195.0,192.0,206.0,0.9385,0.7083,0.4951,139310,0.0,0.000112,11,2416e5a0f3c37e18667210c6156a72c5df9d226089d9e5401e4e346700f3ac68
img_023929.jpg,floating,195.0,193.0,206.0,0.9385,0.7047,0.4951,109963,0.0,0.000166,27,f108adc7d22c9d8a14f78ad16e02faacde6cef166b24e36e181f75a856fd3959
img_023991.jpg,floating,195.0,193.0,207.0,0.9385,0.7047,0.4928,105794,0.0,0.000301,23,202821948601aae510451c14d5afa1198df6e7c81b0df7555ea218777b77551f
img_024054.jpg,floating,198.0,195.0,207.0,0.9242,0.6974,0.4928,73433,0.0,0.000238,38,28fdd294a518c97905163b8b38bc30f92c2819230ae8fed0329b815d41326b65
img_024114.jpg,floating,200.0,197.0,206.0,0.915,0.6904,0.4951,50794,0.0,0.000171,24,31ecdb423ccc34f1c9c63d90ba19915c5560a037286ed26bc309af8613eddef6
img_024174.jpg,floating,199.0,196.0,206.0,0.9196,0.6939,0.4951,34817,0.0,0.000184,18,6ef09045d2d25ed1d14e9869312182a556f06de0c26b882a310b6becdbfee083
img_024235.jpg,floating,103.0,132.0,182.0,1.7767,1.0303,0.5604,1345531,0.061449,0.006474,559,cf2807ca81bfa5449d9fb896ade3803798ff0d7f3b9ef3c7c5f176e3aa811fed
img_024295.jpg,floating,102.0,132.0,182.0,1.7941,1.0303,0.5604,1347326,0.05878,0.00258,174,072d74027c896107ce8b5dc4f153409447d09913f8332870922dcb6a9232bd11
